"Drug","Neuroticism","Extraversion","Openness","Agreeableness","Cscore","Usage","Education"
"LSD","25","13","16","26","33","CL0","Masters"
"Meth","25","13","16","26","33","CL0","Masters"
"Mushrooms","25","13","16","26","33","CL0","Masters"
"Nicotine","25","13","16","26","33","CL0","Masters"
"Semer","25","13","16","26","33","CL0","Masters"
"VSA","25","13","16","26","33","CL0","Masters"
"Alcohol","13","35","27","30","36","CL0","PhD"
"Amphet","13","35","27","30","36","CL0","PhD"
"Amyl","13","35","27","30","36","CL0","PhD"
"Benzos","13","35","27","30","36","CL0","PhD"
"Caff","13","35","27","30","36","CL6","PhD"
"Cannabis","13","35","27","30","36","CL0","PhD"
"Choc","13","35","27","30","36","CL6","PhD"
"Coke","13","35","27","30","36","CL0","PhD"
"Crack","13","35","27","30","36","CL0","PhD"
"Ecstasy","13","35","27","30","36","CL0","PhD"
"Heroin","13","35","27","30","36","CL0","PhD"
"Ketamine","13","35","27","30","36","CL0","PhD"
"Legalh","13","35","27","30","36","CL0","PhD"
"LSD","13","35","27","30","36","CL0","PhD"
"Meth","13","35","27","30","36","CL0","PhD"
"Mushrooms","13","35","27","30","36","CL0","PhD"
"Nicotine","13","35","27","30","36","CL0","PhD"
"Semer","13","35","27","30","36","CL0","PhD"
"VSA","13","35","27","30","36","CL0","PhD"
"Alcohol","28","18","12","14","20","CL6","16"
"Amphet","28","18","12","14","20","CL1","16"
"Amyl","28","18","12","14","20","CL1","16"
"Benzos","28","18","12","14","20","CL1","16"
"Caff","28","18","12","14","20","CL6","16"
"Cannabis","28","18","12","14","20","CL2","16"
"Choc","28","18","12","14","20","CL6","16"
"Coke","28","18","12","14","20","CL1","16"
"Crack","28","18","12","14","20","CL0","16"
"Ecstasy","28","18","12","14","20","CL0","16"
"Heroin","28","18","12","14","20","CL1","16"
"Ketamine","28","18","12","14","20","CL0","16"
"Legalh","28","18","12","14","20","CL1","16"
"LSD","28","18","12","14","20","CL1","16"
"Meth","28","18","12","14","20","CL1","16"
"Mushrooms","28","18","12","14","20","CL1","16"
"Nicotine","28","18","12","14","20","CL2","16"
"Semer","28","18","12","14","20","CL0","16"
"VSA","28","18","12","14","20","CL0","16"
"Alcohol","14","18","22","20","25","CL3","16"
"Amphet","14","18","22","20","25","CL0","16"
"Amyl","14","18","22","20","25","CL0","16"
"Benzos","14","18","22","20","25","CL2","16"
"Caff","14","18","22","20","25","CL3","16"
"Cannabis","14","18","22","20","25","CL0","16"
"Choc","14","18","22","20","25","CL5","16"
"Coke","14","18","22","20","25","CL0","16"
"Crack","14","18","22","20","25","CL0","16"
"Ecstasy","14","18","22","20","25","CL0","16"
"Heroin","14","18","22","20","25","CL0","16"
"Ketamine","14","18","22","20","25","CL0","16"
"Legalh","14","18","22","20","25","CL0","16"
"LSD","14","18","22","20","25","CL0","16"
"Meth","14","18","22","20","25","CL0","16"
"Mushrooms","14","18","22","20","25","CL0","16"
"Nicotine","14","18","22","20","25","CL1","16"
"Semer","14","18","22","20","25","CL0","16"
"VSA","14","18","22","20","25","CL0","16"
"Alcohol","17","15","21","27","25","CL6","University Degree"
"Amphet","17","15","21","27","25","CL1","University Degree"
"Amyl","17","15","21","27","25","CL1","University Degree"
"Benzos","17","15","21","27","25","CL0","University Degree"
"Caff","17","15","21","27","25","CL6","University Degree"
"Cannabis","17","15","21","27","25","CL3","University Degree"
"Choc","17","15","21","27","25","CL6","University Degree"
"Coke","17","15","21","27","25","CL0","University Degree"
"Crack","17","15","21","27","25","CL0","University Degree"
"Ecstasy","17","15","21","27","25","CL0","University Degree"
"Heroin","17","15","21","27","25","CL0","University Degree"
"Ketamine","17","15","21","27","25","CL0","University Degree"
"Legalh","17","15","21","27","25","CL0","University Degree"
"LSD","17","15","21","27","25","CL0","University Degree"
"Meth","17","15","21","27","25","CL0","University Degree"
"Mushrooms","17","15","21","27","25","CL1","University Degree"
"Nicotine","17","15","21","27","25","CL6","University Degree"
"Semer","17","15","21","27","25","CL0","University Degree"
"VSA","17","15","21","27","25","CL0","University Degree"
"Alcohol","29","22","23","32","24","CL6","University Degree"
"Amphet","29","22","23","32","24","CL0","University Degree"
"Amyl","29","22","23","32","24","CL0","University Degree"
"Benzos","29","22","23","32","24","CL0","University Degree"
"Caff","29","22","23","32","24","CL6","University Degree"
"Cannabis","29","22","23","32","24","CL0","University Degree"
"Choc","29","22","23","32","24","CL6","University Degree"
"Coke","29","22","23","32","24","CL0","University Degree"
"Crack","29","22","23","32","24","CL0","University Degree"
"Ecstasy","29","22","23","32","24","CL0","University Degree"
"Heroin","29","22","23","32","24","CL0","University Degree"
"Ketamine","29","22","23","32","24","CL0","University Degree"
"Legalh","29","22","23","32","24","CL0","University Degree"
"LSD","29","22","23","32","24","CL0","University Degree"
"Meth","29","22","23","32","24","CL0","University Degree"
"Mushrooms","29","22","23","32","24","CL0","University Degree"
"Nicotine","29","22","23","32","24","CL0","University Degree"
"Semer","29","22","23","32","24","CL0","University Degree"
"VSA","29","22","23","32","24","CL0","University Degree"
"Alcohol","35","28","27"," 4","19","CL4","University Degree"
"Amphet","35","28","27"," 4","19","CL2","University Degree"
"Amyl","35","28","27"," 4","19","CL1","University Degree"
"Benzos","35","28","27"," 4","19","CL1","University Degree"
"Caff","35","28","27"," 4","19","CL5","University Degree"
"Cannabis","35","28","27"," 4","19","CL2","University Degree"
"Choc","35","28","27"," 4","19","CL5","University Degree"
"Coke","35","28","27"," 4","19","CL2","University Degree"
"Crack","35","28","27"," 4","19","CL1","University Degree"
"Ecstasy","35","28","27"," 4","19","CL1","University Degree"
"Heroin","35","28","27"," 4","19","CL1","University Degree"
"Ketamine","35","28","27"," 4","19","CL2","University Degree"
"Legalh","35","28","27"," 4","19","CL1","University Degree"
"LSD","35","28","27"," 4","19","CL1","University Degree"
"Meth","35","28","27"," 4","19","CL1","University Degree"
"Mushrooms","35","28","27"," 4","19","CL1","University Degree"
"Nicotine","35","28","27"," 4","19","CL5","University Degree"
"Semer","35","28","27"," 4","19","CL0","University Degree"
"VSA","35","28","27"," 4","19","CL1","University Degree"
"Alcohol","22","18"," 3","22","19","CL3","<16"
"Amphet","22","18"," 3","22","19","CL0","<16"
"Amyl","22","18"," 3","22","19","CL0","<16"
"Benzos","22","18"," 3","22","19","CL0","<16"
"Caff","22","18"," 3","22","19","CL6","<16"
"Cannabis","22","18"," 3","22","19","CL0","<16"
"Choc","22","18"," 3","22","19","CL6","<16"
"Coke","22","18"," 3","22","19","CL0","<16"
"Crack","22","18"," 3","22","19","CL0","<16"
"Ecstasy","22","18"," 3","22","19","CL0","<16"
"Heroin","22","18"," 3","22","19","CL0","<16"
"Ketamine","22","18"," 3","22","19","CL0","<16"
"Legalh","22","18"," 3","22","19","CL0","<16"
"LSD","22","18"," 3","22","19","CL0","<16"
"Meth","22","18"," 3","22","19","CL0","<16"
"Mushrooms","22","18"," 3","22","19","CL0","<16"
"Nicotine","22","18"," 3","22","19","CL6","<16"
"Semer","22","18"," 3","22","19","CL0","<16"
"VSA","22","18"," 3","22","19","CL0","<16"
"Alcohol","22","20","20","24","13","CL6","University Degree"
"Amphet","22","20","20","24","13","CL0","University Degree"
"Amyl","22","20","20","24","13","CL0","University Degree"
"Benzos","22","20","20","24","13","CL0","University Degree"
"Caff","22","20","20","24","13","CL6","University Degree"
"Cannabis","22","20","20","24","13","CL0","University Degree"
"Choc","22","20","20","24","13","CL5","University Degree"
"Coke","22","20","20","24","13","CL0","University Degree"
"Crack","22","20","20","24","13","CL0","University Degree"
"Ecstasy","22","20","20","24","13","CL0","University Degree"
"Heroin","22","20","20","24","13","CL0","University Degree"
"Ketamine","22","20","20","24","13","CL0","University Degree"
"Legalh","22","20","20","24","13","CL0","University Degree"
"LSD","22","20","20","24","13","CL0","University Degree"
"Meth","22","20","20","24","13","CL0","University Degree"
"Mushrooms","22","20","20","24","13","CL0","University Degree"
"Nicotine","22","20","20","24","13","CL0","University Degree"
"Semer","22","20","20","24","13","CL0","University Degree"
"VSA","22","20","20","24","13","CL0","University Degree"
"Alcohol","28","26","28","25","20","CL6","<16"
"Amphet","28","26","28","25","20","CL1","<16"
"Amyl","28","26","28","25","20","CL2","<16"
"Benzos","28","26","28","25","20","CL1","<16"
"Caff","28","26","28","25","20","CL6","<16"
"Cannabis","28","26","28","25","20","CL3","<16"
"Choc","28","26","28","25","20","CL4","<16"
"Coke","28","26","28","25","20","CL1","<16"
"Crack","28","26","28","25","20","CL0","<16"
"Ecstasy","28","26","28","25","20","CL0","<16"
"Heroin","28","26","28","25","20","CL0","<16"
"Ketamine","28","26","28","25","20","CL0","<16"
"Legalh","28","26","28","25","20","CL0","<16"
"LSD","28","26","28","25","20","CL1","<16"
"Meth","28","26","28","25","20","CL0","<16"
"Mushrooms","28","26","28","25","20","CL1","<16"
"Nicotine","28","26","28","25","20","CL6","<16"
"Semer","28","26","28","25","20","CL0","<16"
"VSA","28","26","28","25","20","CL0","<16"
"Alcohol","11","32","23","24","30","CL6","University Degree"
"Amphet","11","32","23","24","30","CL1","University Degree"
"Amyl","11","32","23","24","30","CL0","University Degree"
"Benzos","11","32","23","24","30","CL0","University Degree"
"Caff","11","32","23","24","30","CL4","University Degree"
"Cannabis","11","32","23","24","30","CL1","University Degree"
"Choc","11","32","23","24","30","CL5","University Degree"
"Coke","11","32","23","24","30","CL0","University Degree"
"Crack","11","32","23","24","30","CL0","University Degree"
"Ecstasy","11","32","23","24","30","CL0","University Degree"
"Heroin","11","32","23","24","30","CL0","University Degree"
"Ketamine","11","32","23","24","30","CL0","University Degree"
"Legalh","11","32","23","24","30","CL0","University Degree"
"LSD","11","32","23","24","30","CL0","University Degree"
"Meth","11","32","23","24","30","CL0","University Degree"
"Mushrooms","11","32","23","24","30","CL1","University Degree"
"Nicotine","11","32","23","24","30","CL1","University Degree"
"Semer","11","32","23","24","30","CL0","University Degree"
"VSA","11","32","23","24","30","CL0","University Degree"
"Alcohol","22","17","13","19","28","CL6","Trade School"
"Amphet","22","17","13","19","28","CL0","Trade School"
"Amyl","22","17","13","19","28","CL0","Trade School"
"Benzos","22","17","13","19","28","CL0","Trade School"
"Caff","22","17","13","19","28","CL6","Trade School"
"Cannabis","22","17","13","19","28","CL1","Trade School"
"Choc","22","17","13","19","28","CL6","Trade School"
"Coke","22","17","13","19","28","CL0","Trade School"
"Crack","22","17","13","19","28","CL0","Trade School"
"Ecstasy","22","17","13","19","28","CL0","Trade School"
"Heroin","22","17","13","19","28","CL0","Trade School"
"Ketamine","22","17","13","19","28","CL0","Trade School"
"Legalh","22","17","13","19","28","CL1","Trade School"
"LSD","22","17","13","19","28","CL0","Trade School"
"Meth","22","17","13","19","28","CL4","Trade School"
"Mushrooms","22","17","13","19","28","CL0","Trade School"
"Nicotine","22","17","13","19","28","CL1","Trade School"
"Semer","22","17","13","19","28","CL0","Trade School"
"VSA","22","17","13","19","28","CL0","Trade School"
"Alcohol","25","21","21","10","30","CL5","Masters"
"Amphet","25","21","21","10","30","CL1","Masters"
"Amyl","25","21","21","10","30","CL0","Masters"
"Benzos","25","21","21","10","30","CL2","Masters"
"Caff","25","21","21","10","30","CL6","Masters"
"Cannabis","25","21","21","10","30","CL0","Masters"
"Choc","25","21","21","10","30","CL6","Masters"
"Coke","25","21","21","10","30","CL0","Masters"
"Crack","25","21","21","10","30","CL0","Masters"
"Ecstasy","25","21","21","10","30","CL0","Masters"
"Heroin","25","21","21","10","30","CL0","Masters"
"Ketamine","25","21","21","10","30","CL0","Masters"
"Legalh","25","21","21","10","30","CL0","Masters"
"LSD","25","21","21","10","30","CL0","Masters"
"Meth","25","21","21","10","30","CL0","Masters"
"Mushrooms","25","21","21","10","30","CL0","Masters"
"Nicotine","25","21","21","10","30","CL1","Masters"
"Semer","25","21","21","10","30","CL0","Masters"
"VSA","25","21","21","10","30","CL0","Masters"
"Alcohol","33","24","28","35","22","CL4","University Degree"
"Amphet","33","24","28","35","22","CL0","University Degree"
"Amyl","33","24","28","35","22","CL0","University Degree"
"Benzos","33","24","28","35","22","CL0","University Degree"
"Caff","33","24","28","35","22","CL4","University Degree"
"Cannabis","33","24","28","35","22","CL0","University Degree"
"Choc","33","24","28","35","22","CL6","University Degree"
"Coke","33","24","28","35","22","CL0","University Degree"
"Crack","33","24","28","35","22","CL0","University Degree"
"Ecstasy","33","24","28","35","22","CL0","University Degree"
"Heroin","33","24","28","35","22","CL0","University Degree"
"Ketamine","33","24","28","35","22","CL0","University Degree"
"Legalh","33","24","28","35","22","CL0","University Degree"
"LSD","33","24","28","35","22","CL0","University Degree"
"Meth","33","24","28","35","22","CL0","University Degree"
"Mushrooms","33","24","28","35","22","CL0","University Degree"
"Nicotine","33","24","28","35","22","CL1","University Degree"
"Semer","33","24","28","35","22","CL0","University Degree"
"VSA","33","24","28","35","22","CL0","University Degree"
"Alcohol","23","17","12","24","20","CL6","Masters"
"Amphet","23","17","12","24","20","CL0","Masters"
"Amyl","23","17","12","24","20","CL3","Masters"
"Benzos","23","17","12","24","20","CL5","Masters"
"Caff","23","17","12","24","20","CL6","Masters"
"Cannabis","23","17","12","24","20","CL2","Masters"
"Choc","23","17","12","24","20","CL4","Masters"
"Coke","23","17","12","24","20","CL6","Masters"
"Crack","23","17","12","24","20","CL0","Masters"
"Ecstasy","23","17","12","24","20","CL4","Masters"
"Heroin","23","17","12","24","20","CL0","Masters"
"Ketamine","23","17","12","24","20","CL2","Masters"
"Legalh","23","17","12","24","20","CL2","Masters"
"LSD","23","17","12","24","20","CL0","Masters"
"Meth","23","17","12","24","20","CL0","Masters"
"Mushrooms","23","17","12","24","20","CL0","Masters"
"Nicotine","23","17","12","24","20","CL1","Masters"
"Semer","23","17","12","24","20","CL0","Masters"
"VSA","23","17","12","24","20","CL0","Masters"
"Alcohol","16","20","19","23","17","CL6","Trade School"
"Amphet","16","20","19","23","17","CL2","Trade School"
"Amyl","16","20","19","23","17","CL2","Trade School"
"Benzos","16","20","19","23","17","CL0","Trade School"
"Caff","16","20","19","23","17","CL6","Trade School"
"Cannabis","16","20","19","23","17","CL3","Trade School"
"Choc","16","20","19","23","17","CL6","Trade School"
"Coke","16","20","19","23","17","CL3","Trade School"
"Crack","16","20","19","23","17","CL0","Trade School"
"Ecstasy","16","20","19","23","17","CL2","Trade School"
"Heroin","16","20","19","23","17","CL0","Trade School"
"Ketamine","16","20","19","23","17","CL0","Trade School"
"Legalh","16","20","19","23","17","CL0","Trade School"
"LSD","16","20","19","23","17","CL2","Trade School"
"Meth","16","20","19","23","17","CL0","Trade School"
"Mushrooms","16","20","19","23","17","CL0","Trade School"
"Nicotine","16","20","19","23","17","CL6","Trade School"
"Semer","16","20","19","23","17","CL0","Trade School"
"VSA","16","20","19","23","17","CL0","Trade School"
"Alcohol","15","33","24","32","31","CL5","University Degree"
"Amphet","15","33","24","32","31","CL0","University Degree"
"Amyl","15","33","24","32","31","CL0","University Degree"
"Benzos","15","33","24","32","31","CL0","University Degree"
"Caff","15","33","24","32","31","CL6","University Degree"
"Cannabis","15","33","24","32","31","CL0","University Degree"
"Choc","15","33","24","32","31","CL5","University Degree"
"Coke","15","33","24","32","31","CL0","University Degree"
"Crack","15","33","24","32","31","CL0","University Degree"
"Ecstasy","15","33","24","32","31","CL0","University Degree"
"Heroin","15","33","24","32","31","CL0","University Degree"
"Ketamine","15","33","24","32","31","CL0","University Degree"
"Legalh","15","33","24","32","31","CL0","University Degree"
"LSD","15","33","24","32","31","CL0","University Degree"
"Meth","15","33","24","32","31","CL0","University Degree"
"Mushrooms","15","33","24","32","31","CL0","University Degree"
